step,x,y,z,mass
624,-1262.13,1287.43,275.937,3e+12
625,33.7595,55.0435,-8.042,1e+12
625,1955.57,-1871.28,-461.339,2e+12
625,-1264.97,1290.17,276.573,3e+12
626,33.8386,55.1723,-7.99287,1e+12
626,1959.78,-1875.46,-462.318,2e+12
626,-1267.8,1292.91,277.209,3e+12
627,33.9177,55.301,-7.94375,1e+12
627,1963.99,-1879.63,-463.296,2e+12
627,-1270.63,1295.65,277.845,3e+12
628,33.9968,55.4297,-7.89463,1e+12
628,1968.21,-1883.81,-464.275,2e+12
628,-1273.47,1298.4,278.481,3e+12
629,34.0759,55.5585,-7.8455,1e+12
629,1972.42,-1887.98,-465.253,2e+12
629,-1276.3,1301.14,279.117,3e+12
630,34.155,55.6872,-7.79638,1e+12
630,1976.63,-1892.16,-466.232,2e+12
630,-1279.14,1303.88,279.753,3e+12
631,34.2341,55.816,-7.74726,1e+12
631,1980.84,-1896.34,-467.211,2e+12
631,-1281.97,1306.62,280.39,3e+12
632,34.3132,55.9447,-7.69813,1e+12
632,1985.06,-1900.51,-468.189,2e+12
632,-1284.81,1309.36,281.026,3e+12
633,34.3923,56.0735,-7.64901,1e+12
633,1989.27,-1904.69,-469.168,2e+12
633,-1287.64,1312.1,281.662,3e+12
634,34.4714,56.2022,-7.59988,1e+12
634,1993.48,-1908.87,-470.147,2e+12
634,-1290.48,1314.84,282.298,3e+12
635,34.5505,56.331,-7.55076,1e+12
635,1997.69,-1913.04,-471.125,2e+12
635,-1293.31,1317.59,282.934,3e+12
636,34.6296,56.4597,-7.50164,1e+12
636,2001.91,-1917.22,-472.104,2e+12
636,-1296.15,1320.33,283.57,3e+12
637,34.7087,56.5885,-7.45251,1e+12
637,2006.12,-1921.4,-473.082,2e+12
637,-1298.98,1323.07,284.206,3e+12
638,34.7878,56.7172,-7.40339,1e+12
638,2010.33,-1925.57,-474.061,2e+12
638,-1301.82,1325.81,284.842,3e+12
639,34.8669,56.846,-7.35426,1e+12
639,2014.54,-1929.75,-475.04,2e+12
639,-1304.65,1328.55,285.478,3e+12
640,34.946,56.9747,-7.30514,1e+12
640,2018.76,-1933.93,-476.018,2e+12
640,-1307.49,1331.29,286.114,3e+12
641,35.0251,57.1035,-7.25602,1e+12
641,2022.97,-1938.1,-476.997,2e+12
641,-1310.32,1334.03,286.75,3e+12
642,35.1042,57.2322,-7.20689,1e+12
642,2027.18,-1942.28,-477.976,2e+12
642,-1313.16,1336.78,287.386,3e+12
643,35.1833,57.361,-7.15777,1e+12
643,2031.4,-1946.46,-478.954,2e+12
643,-1315.99,1339.52,288.022,3e+12
644,35.2624,57.4897,-7.10864,1e+12
644,2035.61,-1950.63,-479.933,2e+12
644,-1318.83,1342.26,288.658,3e+12
645,35.3415,57.6185,-7.05952,1e+12
645,2039.82,-1954.81,-480.912,2e+12
645,-1321.66,1345,289.294,3e+12
646,35.4206,57.7472,-7.01039,1e+12
646,2044.03,-1958.99,-481.89,2e+12
646,-1324.5,1347.74,289.93,3e+12
647,35.4997,57.876,-6.96127,1e+12
647,2048.25,-1963.16,-482.869,2e+12
647,-1327.33,1350.48,290.566,3e+12
648,35.5788,58.0047,-6.91215,1e+12
648,2052.46,-1967.34,-483.847,2e+12
648,-1330.17,1353.22,291.202,3e+12
649,35.6579,58.1335,-6.86302,1e+12
649,2056.67,-1971.51,-484.826,2e+12
649,-1333,1355.97,291.838,3e+12
650,35.737,58.2622,-6.8139,1e+12
650,2060.88,-1975.69,-485.805,2e+12
650,-1335.83,1358.71,292.474,3e+12
651,35.8161,58.391,-6.76477,1e+12
651,2065.1,-1979.87,-486.783,2e+12
651,-1338.67,1361.45,293.11,3e+12
652,35.8952,58.5197,-6.71565,1e+12
652,2069.31,-1984.04,-487.762,2e+12
652,-1341.5,1364.19,293.747,3e+12
653,35.9743,58.6485,-6.66652,1e+12
653,2073.52,-1988.22,-488.741,2e+12
653,-1344.34,1366.93,294.383,3e+12
654,36.0534,58.7772,-6.6174,1e+12
654,2077.73,-1992.4,-489.719,2e+12
654,-1347.17,1369.67,295.019,3e+12
655,36.1325,58.906,-6.56827,1e+12
655,2081.95,-1996.57,-490.698,2e+12
655,-1350.01,1372.41,295.655,3e+12
656,36.2115,59.0347,-6.51915,1e+12
656,2086.16,-2000.75,-491.676,2e+12
656,-1352.84,1375.16,296.291,3e+12
657,36.2906,59.1635,-6.47002,1e+12
657,2090.37,-2004.93,-492.655,2e+12
657,-1355.68,1377.9,296.927,3e+12
658,36.3697,59.2922,-6.4209,1e+12
658,2094.59,-2009.1,-493.634,2e+12
658,-1358.51,1380.64,297.563,3e+12
659,36.4488,59.421,-6.37177,1e+12
659,2098.8,-2013.28,-494.612,2e+12
659,-1361.35,1383.38,298.199,3e+12
660,36.5279,59.5497,-6.32265,1e+12
660,2103.01,-2017.46,-495.591,2e+12
660,-1364.18,1386.12,298.835,3e+12
661,36.607,59.6785,-6.27352,1e+12
661,2107.22,-2021.63,-496.57,2e+12
661,-1367.02,1388.86,299.471,3e+12
662,36.6861,59.8073,-6.22439,1e+12
662,2111.44,-2025.81,-497.548,2e+12
662,-1369.85,1391.6,300.107,3e+12
663,36.7652,59.936,-6.17527,1e+12
663,2115.65,-2029.99,-498.527,2e+12
663,-1372.69,1394.34,300.743,3e+12
664,36.8443,60.0648,-6.12614,1e+12
664,2119.86,-2034.16,-499.505,2e+12
664,-1375.52,1397.09,301.379,3e+12
665,36.9234,60.1935,-6.07702,1e+12
665,2124.07,-2038.34,-500.484,2e+12
665,-1378.36,1399.83,302.015,3e+12
666,37.0025,60.3223,-6.02789,1e+12
666,2128.29,-2042.51,-501.463,2e+12
666,-1381.19,1402.57,302.651,3e+12
667,37.0816,60.451,-5.97877,1e+12
667,2132.5,-2046.69,-502.441,2e+12
667,-1384.03,1405.31,303.287,3e+12
668,37.1607,60.5798,-5.92964,1e+12
668,2136.71,-2050.87,-503.42,2e+12
668,-1386.86,1408.05,303.923,3e+12
669,37.2398,60.7085,-5.88051,1e+12
669,2140.92,-2055.04,-504.399,2e+12
669,-1389.7,1410.79,304.559,3e+12
670,37.3188,60.8373,-5.83139,1e+12
670,2145.14,-2059.22,-505.377,2e+12
670,-1392.53,1413.53,305.195,3e+12
671,37.3979,60.9661,-5.78226,1e+12
671,2149.35,-2063.4,-506.356,2e+12
671,-1395.37,1416.28,305.831,3e+12
672,37.477,61.0948,-5.73314,1e+12
672,2153.56,-2067.57,-507.335,2e+12
672,-1398.2,1419.02,306.467,3e+12
673,37.5561,61.2236,-5.68401,1e+12
673,2157.77,-2071.75,-508.313,2e+12
673,-1401.04,1421.76,307.103,3e+12
674,37.6352,61.3523,-5.63488,1e+12
674,2161.99,-2075.93,-509.292,2e+12
674,-1403.87,1424.5,307.739,3e+12
675,37.7143,61.4811,-5.58576,1e+12
675,2166.2,-2080.1,-510.27,2e+12
675,-1406.7,1427.24,308.376,3e+12
676,37.7934,61.6098,-5.53663,1e+12
676,2170.41,-2084.28,-511.249,2e+12
676,-1409.54,1429.98,309.012,3e+12
677,37.8725,61.7386,-5.48751,1e+12
677,2174.63,-2088.46,-512.228,2e+12
677,-1412.37,1432.72,309.648,3e+12
678,37.9516,61.8674,-5.43838,1e+12
678,2178.84,-2092.63,-513.206,2e+12
678,-1415.21,1435.47,310.284,3e+12
679,38.0307,61.9961,-5.38925,1e+12
679,2183.05,-2096.81,-514.185,2e+12
679,-1418.04,1438.21,310.92,3e+12
680,38.1097,62.1249,-5.34013,1e+12
680,2187.26,-2100.99,-515.164,2e+12
680,-1420.88,1440.95,311.556,3e+12
681,38.1888,62.2536,-5.291,1e+12
681,2191.48,-2105.16,-516.142,2e+12
681,-1423.71,1443.69,312.192,3e+12
682,38.2679,62.3824,-5.24187,1e+12
682,2195.69,-2109.34,-517.121,2e+12
682,-1426.55,1446.43,312.828,3e+12
683,38.347,62.5112,-5.19275,1e+12
683,2199.9,-2113.51,-518.099,2e+12
683,-1429.38,1449.17,313.464,3e+12
684,38.4261,62.6399,-5.14362,1e+12
684,2204.11,-2117.69,-519.078,2e+12
684,-1432.22,1451.91,314.1,3e+12
685,38.5052,62.7687,-5.09449,1e+12
685,2208.33,-2121.87,-520.057,2e+12
685,-1435.05,1454.66,314.736,3e+12
686,38.5843,62.8974,-5.04537,1e+12
686,2212.54,-2126.04,-521.035,2e+12
686,-1437.89,1457.4,315.372,3e+12
687,38.6634,63.0262,-4.99624,1e+12
687,2216.75,-2130.22,-522.014,2e+12
687,-1440.72,1460.14,316.008,3e+12
688,38.7424,63.155,-4.94711,1e+12
688,2220.96,-2134.4,-522.993,2e+12
688,-1443.56,1462.88,316.644,3e+12
689,38.8215,63.2837,-4.89799,1e+12
689,2225.18,-2138.57,-523.971,2e+12
689,-1446.39,1465.62,317.28,3e+12
690,38.9006,63.4125,-4.84886,1e+12
690,2229.39,-2142.75,-524.95,2e+12
690,-1449.23,1468.36,317.916,3e+12
691,38.9797,63.5412,-4.79973,1e+12
691,2233.6,-2146.93,-525.928,2e+12
691,-1452.06,1471.1,318.552,3e+12
692,39.0588,63.67,-4.75061,1e+12
692,2237.81,-2151.1,-526.907,2e+12
692,-1454.9,1473.85,319.188,3e+12
693,39.1379,63.7988,-4.70148,1e+12
693,2242.03,-2155.28,-527.886,2e+12
693,-1457.73,1476.59,319.824,3e+12
694,39.217,63.9275,-4.65235,1e+12
694,2246.24,-2159.46,-528.864,2e+12
694,-1460.57,1479.33,320.46,3e+12
695,39.296,64.0563,-4.60322,1e+12
695,2250.45,-2163.63,-529.843,2e+12
695,-1463.4,1482.07,321.096,3e+12
696,39.3751,64.185,-4.5541,1e+12
696,2254.67,-2167.81,-530.822,2e+12
696,-1466.24,1484.81,321.732,3e+12
697,39.4542,64.3138,-4.50497,1e+12
697,2258.88,-2171.99,-531.8,2e+12
697,-1469.07,1487.55,322.369,3e+12
698,39.5333,64.4426,-4.45584,1e+12
698,2263.09,-2176.16,-532.779,2e+12
698,-1471.9,1490.29,323.005,3e+12
699,39.6124,64.5713,-4.40671,1e+12
699,2267.3,-2180.34,-533.758,2e+12
699,-1474.74,1493.04,323.641,3e+12
700,39.6915,64.7001,-4.35759,1e+12
700,2271.52,-2184.51,-534.736,2e+12
700,-1477.57,1495.78,324.277,3e+12
701,39.7705,64.8289,-4.30846,1e+12
701,2275.73,-2188.69,-535.715,2e+12
701,-1480.41,1498.52,324.913,3e+12
702,39.8496,64.9576,-4.25933,1e+12
702,2279.94,-2192.87,-536.693,2e+12
702,-1483.24,1501.26,325.549,3e+12
703,39.9287,65.0864,-4.2102,1e+12
703,2284.15,-2197.04,-537.672,2e+12
703,-1486.08,1504,326.185,3e+12
704,40.0078,65.2152,-4.16108,1e+12
704,2288.37,-2201.22,-538.651,2e+12
704,-1488.91,1506.74,326.821,3e+12
705,40.0869,65.3439,-4.11195,1e+12
705,2292.58,-2205.4,-539.629,2e+12
705,-1491.75,1509.48,327.457,3e+12
706,40.166,65.4727,-4.06282,1e+12
706,2296.79,-2209.57,-540.608,2e+12
706,-1494.58,1512.22,328.093,3e+12
707,40.245,65.6014,-4.01369,1e+12
707,2301,-2213.75,-541.587,2e+12
707,-1497.42,1514.97,328.729,3e+12
708,40.3241,65.7302,-3.96457,1e+12
708,2305.22,-2217.93,-542.565,2e+12
708,-1500.25,1517.71,329.365,3e+12
709,40.4032,65.859,-3.91544,1e+12
709,2309.43,-2222.1,-543.544,2e+12
709,-1503.09,1520.45,330.001,3e+12
710,40.4823,65.9877,-3.86631,1e+12
710,2313.64,-2226.28,-544.522,2e+12
710,-1505.92,1523.19,330.637,3e+12
711,40.5614,66.1165,-3.81718,1e+12
711,2317.85,-2230.46,-545.501,2e+12
711,-1508.76,1525.93,331.273,3e+12
712,40.6404,66.2453,-3.76805,1e+12
712,2322.07,-2234.63,-546.48,2e+12
712,-1511.59,1528.67,331.909,3e+12
713,40.7195,66.374,-3.71893,1e+12
713,2326.28,-2238.81,-547.458,2e+12
713,-1514.43,1531.41,332.545,3e+12
714,40.7986,66.5028,-3.6698,1e+12
714,2330.49,-2242.99,-548.437,2e+12
714,-1517.26,1534.16,333.181,3e+12
715,40.8777,66.6316,-3.62067,1e+12
715,2334.71,-2247.16,-549.416,2e+12
715,-1520.1,1536.9,333.817,3e+12
716,40.9568,66.7603,-3.57154,1e+12
716,2338.92,-2251.34,-550.394,2e+12
716,-1522.93,1539.64,334.453,3e+12
717,41.0358,66.8891,-3.52241,1e+12
717,2343.13,-2255.52,-551.373,2e+12
717,-1525.77,1542.38,335.089,3e+12
718,41.1149,67.0179,-3.47329,1e+12
718,2347.34,-2259.69,-552.351,2e+12
718,-1528.6,1545.12,335.725,3e+12
719,41.194,67.1466,-3.42416,1e+12
719,2351.56,-2263.87,-553.33,2e+12
719,-1531.44,1547.86,336.361,3e+12
720,41.2731,67.2754,-3.37503,1e+12
720,2355.77,-2268.04,-554.309,2e+12
720,-1534.27,1550.6,336.997,3e+12
721,41.3522,67.4042,-3.3259,1e+12
721,2359.98,-2272.22,-555.287,2e+12
721,-1537.1,1553.35,337.634,3e+12
722,41.4312,67.5329,-3.27677,1e+12
722,2364.19,-2276.4,-556.266,2e+12
722,-1539.94,1556.09,338.27,3e+12
723,41.5103,67.6617,-3.22764,1e+12
723,2368.41,-2280.57,-557.245,2e+12
723,-1542.77,1558.83,338.906,3e+12
724,41.5894,67.7905,-3.17851,1e+12
724,2372.62,-2284.75,-558.223,2e+12
724,-1545.61,1561.57,339.542,3e+12
725,41.6685,67.9192,-3.12939,1e+12
725,2376.83,-2288.93,-559.202,2e+12
725,-1548.44,1564.31,340.178,3e+12
726,41.7476,68.048,-3.08026,1e+12
726,2381.04,-2293.1,-560.181,2e+12
726,-1551.28,1567.05,340.814,3e+12
727,41.8266,68.1768,-3.03113,1e+12
727,2385.26,-2297.28,-561.159,2e+12
727,-1554.11,1569.79,341.45,3e+12
728,41.9057,68.3056,-2.982,1e+12
728,2389.47,-2301.46,-562.138,2e+12
728,-1556.95,1572.54,342.086,3e+12
729,41.9848,68.4343,-2.93287,1e+12
729,2393.68,-2305.63,-563.116,2e+12
729,-1559.78,1575.28,342.722,3e+12
730,42.0639,68.5631,-2.88374,1e+12
730,2397.89,-2309.81,-564.095,2e+12
730,-1562.62,1578.02,343.358,3e+12
731,42.1429,68.6919,-2.83461,1e+12
731,2402.11,-2313.99,-565.074,2e+12
731,-1565.45,1580.76,343.994,3e+12
732,42.222,68.8206,-2.78548,1e+12
732,2406.32,-2318.16,-566.052,2e+12
732,-1568.29,1583.5,344.63,3e+12
733,42.3011,68.9494,-2.73636,1e+12
733,2410.53,-2322.34,-567.031,2e+12
733,-1571.12,1586.24,345.266,3e+12
734,42.3802,69.0782,-2.68723,1e+12
734,2414.75,-2326.52,-568.01,2e+12
734,-1573.96,1588.98,345.902,3e+12
735,42.4592,69.2069,-2.6381,1e+12
735,2418.96,-2330.69,-568.988,2e+12
735,-1576.79,1591.73,346.538,3e+12
736,42.5383,69.3357,-2.58897,1e+12
736,2423.17,-2334.87,-569.967,2e+12
736,-1579.63,1594.47,347.174,3e+12
737,42.6174,69.4645,-2.53984,1e+12
737,2427.38,-2339.04,-570.945,2e+12
737,-1582.46,1597.21,347.81,3e+12
738,42.6965,69.5933,-2.49071,1e+12
738,2431.6,-2343.22,-571.924,2e+12
738,-1585.3,1599.95,348.446,3e+12
739,42.7755,69.722,-2.44158,1e+12
739,2435.81,-2347.4,-572.903,2e+12
739,-1588.13,1602.69,349.082,3e+12
740,42.8546,69.8508,-2.39245,1e+12
740,2440.02,-2351.57,-573.881,2e+12
740,-1590.97,1605.43,349.718,3e+12
741,42.9337,69.9796,-2.34332,1e+12
741,2444.23,-2355.75,-574.86,2e+12
741,-1593.8,1608.17,350.354,3e+12
742,43.0128,70.1083,-2.29419,1e+12
742,2448.45,-2359.93,-575.839,2e+12
742,-1596.63,1610.92,350.99,3e+12
743,43.0918,70.2371,-2.24506,1e+12
743,2452.66,-2364.1,-576.817,2e+12
743,-1599.47,1613.66,351.626,3e+12
744,43.1709,70.3659,-2.19593,1e+12
744,2456.87,-2368.28,-577.796,2e+12
744,-1602.3,1616.4,352.263,3e+12
745,43.25,70.4947,-2.1468,1e+12
745,2461.08,-2372.46,-578.774,2e+12
745,-1605.14,1619.14,352.899,3e+12
746,43.3291,70.6234,-2.09767,1e+12
746,2465.3,-2376.63,-579.753,2e+12
746,-1607.97,1621.88,353.535,3e+12
747,43.4081,70.7522,-2.04855,1e+12
747,2469.51,-2380.81,-580.732,2e+12
747,-1610.81,1624.62,354.171,3e+12
748,43.4872,70.881,-1.99942,1e+12
748,2473.72,-2384.99,-581.71,2e+12
748,-1613.64,1627.36,354.807,3e+12
749,43.5663,71.0097,-1.95029,1e+12
749,2477.93,-2389.16,-582.689,2e+12
749,-1616.48,1630.1,355.443,3e+12
750,43.6454,71.1385,-1.90116,1e+12
750,2482.15,-2393.34,-583.668,2e+12
750,-1619.31,1632.85,356.079,3e+12
751,43.7244,71.2673,-1.85203,1e+12
751,2486.36,-2397.52,-584.646,2e+12
751,-1622.15,1635.59,356.715,3e+12
752,43.8035,71.3961,-1.8029,1e+12
752,2490.57,-2401.69,-585.625,2e+12
752,-1624.98,1638.33,357.351,3e+12
753,43.8826,71.5248,-1.75377,1e+12
753,2494.78,-2405.87,-586.603,2e+12
753,-1627.82,1641.07,357.987,3e+12
754,43.9617,71.6536,-1.70464,1e+12
754,2499,-2410.04,-587.582,2e+12
754,-1630.65,1643.81,358.623,3e+12
755,44.0407,71.7824,-1.65551,1e+12
755,2503.21,-2414.22,-588.561,2e+12
755,-1633.49,1646.55,359.259,3e+12
756,44.1198,71.9112,-1.60638,1e+12
756,2507.42,-2418.4,-589.539,2e+12
756,-1636.32,1649.29,359.895,3e+12
757,44.1989,72.0399,-1.55725,1e+12
757,2511.64,-2422.57,-590.518,2e+12
757,-1639.16,1652.04,360.531,3e+12
758,44.2779,72.1687,-1.50812,1e+12
758,2515.85,-2426.75,-591.497,2e+12
758,-1641.99,1654.78,361.167,3e+12
759,44.357,72.2975,-1.45899,1e+12
759,2520.06,-2430.93,-592.475,2e+12
759,-1644.83,1657.52,361.803,3e+12
760,44.4361,72.4263,-1.40986,1e+12
760,2524.27,-2435.1,-593.454,2e+12
760,-1647.66,1660.26,362.439,3e+12
761,44.5152,72.555,-1.36073,1e+12
761,2528.49,-2439.28,-594.432,2e+12
761,-1650.5,1663,363.075,3e+12
762,44.5942,72.6838,-1.3116,1e+12
762,2532.7,-2443.46,-595.411,2e+12
762,-1653.33,1665.74,363.711,3e+12
763,44.6733,72.8126,-1.26247,1e+12
763,2536.91,-2447.63,-596.39,2e+12
763,-1656.17,1668.48,364.347,3e+12
764,44.7524,72.9414,-1.21334,1e+12
764,2541.12,-2451.81,-597.368,2e+12
764,-1659,1671.23,364.983,3e+12
765,44.8314,73.0701,-1.16421,1e+12
765,2545.34,-2455.99,-598.347,2e+12
765,-1661.83,1673.97,365.619,3e+12
766,44.9105,73.1989,-1.11508,1e+12
766,2549.55,-2460.16,-599.326,2e+12
766,-1664.67,1676.71,366.255,3e+12
767,44.9896,73.3277,-1.06595,1e+12
767,2553.76,-2464.34,-600.304,2e+12
767,-1667.5,1679.45,366.891,3e+12
768,45.0686,73.4565,-1.01682,1e+12
768,2557.97,-2468.52,-601.283,2e+12
768,-1670.34,1682.19,367.528,3e+12
769,45.1477,73.5852,-0.967685,1e+12
769,2562.19,-2472.69,-602.262,2e+12
769,-1673.17,1684.93,368.164,3e+12
770,45.2268,73.714,-0.918555,1e+12
770,2566.4,-2476.87,-603.24,2e+12
770,-1676.01,1687.67,368.8,3e+12
771,45.3058,73.8428,-0.869425,1e+12
771,2570.61,-2481.04,-604.219,2e+12
771,-1678.84,1690.42,369.436,3e+12
772,45.3849,73.9716,-0.820294,1e+12
772,2574.82,-2485.22,-605.197,2e+12
772,-1681.68,1693.16,370.072,3e+12
773,45.464,74.1003,-0.771163,1e+12
773,2579.04,-2489.4,-606.176,2e+12
773,-1684.51,1695.9,370.708,3e+12
774,45.5431,74.2291,-0.722033,1e+12
774,2583.25,-2493.57,-607.155,2e+12
774,-1687.35,1698.64,371.344,3e+12
775,45.6221,74.3579,-0.672902,1e+12
775,2587.46,-2497.75,-608.133,2e+12
775,-1690.18,1701.38,371.98,3e+12
776,45.7012,74.4867,-0.623772,1e+12
776,2591.68,-2501.93,-609.112,2e+12
776,-1693.02,1704.12,372.616,3e+12
777,45.7803,74.6155,-0.574641,1e+12
777,2595.89,-2506.1,-610.091,2e+12
777,-1695.85,1706.86,373.252,3e+12
778,45.8593,74.7442,-0.52551,1e+12
778,2600.1,-2510.28,-611.069,2e+12
778,-1698.69,1709.61,373.888,3e+12
779,45.9384,74.873,-0.476379,1e+12
779,2604.31,-2514.46,-612.048,2e+12
779,-1701.52,1712.35,374.524,3e+12
780,46.0175,75.0018,-0.427248,1e+12
780,2608.53,-2518.63,-613.026,2e+12
780,-1704.36,1715.09,375.16,3e+12
781,46.0965,75.1306,-0.378118,1e+12
781,2612.74,-2522.81,-614.005,2e+12
781,-1707.19,1717.83,375.796,3e+12
782,46.1756,75.2593,-0.328987,1e+12
782,2616.95,-2526.99,-614.984,2e+12
782,-1710.03,1720.57,376.432,3e+12
783,46.2547,75.3881,-0.279856,1e+12
783,2621.16,-2531.16,-615.962,2e+12
783,-1712.86,1723.31,377.068,3e+12
784,46.3337,75.5169,-0.230725,1e+12
784,2625.38,-2535.34,-616.941,2e+12
784,-1715.7,1726.05,377.704,3e+12
785,46.4128,75.6457,-0.181594,1e+12
785,2629.59,-2539.52,-617.92,2e+12
785,-1718.53,1728.79,378.34,3e+12
786,46.4919,75.7745,-0.132463,1e+12
786,2633.8,-2543.69,-618.898,2e+12
786,-1721.37,1731.54,378.976,3e+12
787,46.5709,75.9032,-0.0833318,1e+12
787,2638.01,-2547.87,-619.877,2e+12
787,-1724.2,1734.28,379.612,3e+12
788,46.65,76.032,-0.0342006,1e+12
788,2642.23,-2552.04,-620.855,2e+12
788,-1727.03,1737.02,380.248,3e+12
789,46.7291,76.1608,0.0149305,1e+12
789,2646.44,-2556.22,-621.834,2e+12
789,-1729.87,1739.76,380.884,3e+12
790,46.8081,76.2896,0.0640617,1e+12
790,2650.65,-2560.4,-622.813,2e+12
790,-1732.7,1742.5,381.52,3e+12
791,46.8872,76.4184,0.113193,1e+12
791,2654.86,-2564.57,-623.791,2e+12
791,-1735.54,1745.24,382.156,3e+12
792,46.9663,76.5471,0.162324,1e+12
792,2659.08,-2568.75,-624.77,2e+12
792,-1738.37,1747.98,382.793,3e+12
793,47.0453,76.6759,0.211455,1e+12
793,2663.29,-2572.93,-625.749,2e+12
793,-1741.21,1750.73,383.429,3e+12
794,47.1244,76.8047,0.260587,1e+12
794,2667.5,-2577.1,-626.727,2e+12
794,-1744.04,1753.47,384.065,3e+12
795,47.2035,76.9335,0.309718,1e+12
795,2671.72,-2581.28,-627.706,2e+12
795,-1746.88,1756.21,384.701,3e+12
796,47.2825,77.0623,0.358849,1e+12
796,2675.93,-2585.46,-628.684,2e+12
796,-1749.71,1758.95,385.337,3e+12
797,47.3616,77.191,0.407981,1e+12
797,2680.14,-2589.63,-629.663,2e+12
797,-1752.55,1761.69,385.973,3e+12
798,47.4406,77.3198,0.457112,1e+12
798,2684.35,-2593.81,-630.642,2e+12
798,-1755.38,1764.43,386.609,3e+12
799,47.5197,77.4486,0.506244,1e+12
799,2688.57,-2597.99,-631.62,2e+12
799,-1758.22,1767.17,387.245,3e+12
800,47.5988,77.5774,0.555375,1e+12
800,2692.78,-2602.16,-632.599,2e+12
800,-1761.05,1769.92,387.881,3e+12
801,47.6778,77.7062,0.604507,1e+12
801,2696.99,-2606.34,-633.578,2e+12
801,-1763.89,1772.66,388.517,3e+12
802,47.7569,77.8349,0.653638,1e+12
802,2701.2,-2610.52,-634.556,2e+12
802,-1766.72,1775.4,389.153,3e+12
803,47.836,77.9637,0.70277,1e+12
803,2705.42,-2614.69,-635.535,2e+12
803,-1769.56,1778.14,389.789,3e+12
804,47.915,78.0925,0.751902,1e+12
804,2709.63,-2618.87,-636.513,2e+12
804,-1772.39,1780.88,390.425,3e+12
805,47.9941,78.2213,0.801033,1e+12
805,2713.84,-2623.04,-637.492,2e+12
805,-1775.23,1783.62,391.061,3e+12
806,48.0732,78.3501,0.850165,1e+12
806,2718.05,-2627.22,-638.471,2e+12
806,-1778.06,1786.36,391.697,3e+12
807,48.1522,78.4789,0.899297,1e+12
807,2722.27,-2631.4,-639.449,2e+12
807,-1780.9,1789.11,392.333,3e+12
808,48.2313,78.6076,0.948429,1e+12
808,2726.48,-2635.57,-640.428,2e+12
808,-1783.73,1791.85,392.969,3e+12
809,48.3103,78.7364,0.997561,1e+12
809,2730.69,-2639.75,-641.407,2e+12
809,-1786.56,1794.59,393.605,3e+12
810,48.3894,78.8652,1.04669,1e+12
810,2734.9,-2643.93,-642.385,2e+12
810,-1789.4,1797.33,394.241,3e+12
811,48.4685,78.994,1.09582,1e+12
811,2739.12,-2648.1,-643.364,2e+12
811,-1792.23,1800.07,394.877,3e+12
812,48.5475,79.1228,1.14496,1e+12
812,2743.33,-2652.28,-644.342,2e+12
812,-1795.07,1802.81,395.513,3e+12
813,48.6266,79.2516,1.19409,1e+12
813,2747.54,-2656.46,-645.321,2e+12
813,-1797.9,1805.55,396.149,3e+12
814,48.7056,79.3803,1.24322,1e+12
814,2751.76,-2660.63,-646.3,2e+12
814,-1800.74,1808.3,396.785,3e+12
815,48.7847,79.5091,1.29235,1e+12
815,2755.97,-2664.81,-647.278,2e+12
815,-1803.57,1811.04,397.421,3e+12
816,48.8638,79.6379,1.34148,1e+12
816,2760.18,-2668.99,-648.257,2e+12
816,-1806.41,1813.78,398.058,3e+12
817,48.9428,79.7667,1.39062,1e+12
817,2764.39,-2673.16,-649.236,2e+12
817,-1809.24,1816.52,398.694,3e+12
818,49.0219,79.8955,1.43975,1e+12
818,2768.61,-2677.34,-650.214,2e+12
818,-1812.08,1819.26,399.33,3e+12
819,49.101,80.0243,1.48888,1e+12
819,2772.82,-2681.52,-651.193,2e+12
819,-1814.91,1822,399.966,3e+12
820,49.18,80.153,1.53801,1e+12
820,2777.03,-2685.69,-652.172,2e+12
820,-1817.75,1824.74,400.602,3e+12
821,49.2591,80.2818,1.58714,1e+12
821,2781.24,-2689.87,-653.15,2e+12
821,-1820.58,1827.48,401.238,3e+12
822,49.3381,80.4106,1.63628,1e+12
822,2785.46,-2694.04,-654.129,2e+12
822,-1823.42,1830.23,401.874,3e+12
823,49.4172,80.5394,1.68541,1e+12
823,2789.67,-2698.22,-655.107,2e+12
823,-1826.25,1832.97,402.51,3e+12
824,49.4963,80.6682,1.73454,1e+12
824,2793.88,-2702.4,-656.086,2e+12
824,-1829.09,1835.71,403.146,3e+12
825,49.5753,80.797,1.78367,1e+12
825,2798.09,-2706.57,-657.065,2e+12
825,-1831.92,1838.45,403.782,3e+12
826,49.6544,80.9257,1.83281,1e+12
826,2802.31,-2710.75,-658.043,2e+12
826,-1834.76,1841.19,404.418,3e+12
827,49.7334,81.0545,1.88194,1e+12
827,2806.52,-2714.93,-659.022,2e+12
827,-1837.59,1843.93,405.054,3e+12
828,49.8125,81.1833,1.93107,1e+12
828,2810.73,-2719.1,-660.001,2e+12
828,-1840.43,1846.67,405.69,3e+12
829,49.8916,81.3121,1.9802,1e+12
829,2814.94,-2723.28,-660.979,2e+12
829,-1843.26,1849.42,406.326,3e+12
830,49.9706,81.4409,2.02934,1e+12
830,2819.16,-2727.46,-661.958,2e+12
830,-1846.09,1852.16,406.962,3e+12
831,50.0497,81.5697,2.07847,1e+12
831,2823.37,-2731.63,-662.936,2e+12
